,Text_clean,positive_score,negative_score,polarity_score,number_words,subjectivity,Sentiment
351,yes,0,0,0.0,0,0.0,Neutral
352,saves mass &amp cost of legs &amp enables immediate repositioning of booster on to launch mount rea,0,0,0.0,14,0.0,Neutral
353,were going to try to catch the super heavy booster with the launch tower arm using the grid fins to take the load,1,0,0.9999990000010001,10,0.09999999000000101,Most Positive
354,snake head dog had my undivided attention until winder head ostrich came gliding through all nonchalant,0,0,0.0,10,0.0,Neutral
355,seems odd that the opposition group is from bmws home state of baveria thats very far from brande,0,2,-0.99999950000025,8,0.24999996875000394,Most Negative
356,this is very sensible opposition from anywhere cannot mean no progress everywhere,2,1,0.33333322222225925,2,1.499999250000375,Positive
357,literally,0,0,0.0,1,0.0,Neutral
358,are we sure this is real,0,0,0.0,1,0.0,Neutral
359,destiny destinyno escaping that for me,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
360,all tesla cars delivered in the final three days of the year will get three months of the full self driving option,0,0,0.0,10,0.0,Neutral
361,and mark dankberg this action is wack not dank,0,1,-0.9999990000010001,5,0.199999960000008,Most Negative
362,less,0,0,0.0,0,0.0,Neutral
363,westworld,0,0,0.0,1,0.0,Neutral
364,the last kingdom show is great,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
365,absolutely will be text &amp visualization but could add voice too,0,0,0.0,7,0.0,Neutral
366, even cheese is made of cake ,0,0,0.0,3,0.0,Neutral
367,if they dont love us were in deep trouble,1,1,0.0,4,0.49999987500003124,Neutral
368,not everything is made of cake,0,0,0.0,2,0.0,Neutral
369,true haha,0,0,0.0,2,0.0,Neutral
370,such a weird game when you think about it,0,1,-0.9999990000010001,2,0.499999750000125,Most Negative
371,this is not cgi,0,0,0.0,1,0.0,Neutral
372,we need a ui overhaul,0,0,0.0,2,0.0,Neutral
373,no these are just incremental improvements to the production codebase fsd build is,1,0,0.9999990000010001,6,0.16666663888889352,Most Positive
374,starlink poses a hazard to viasats profits more like it stop the sneaky moves charlie ergen,1,2,-0.33333322222225925,10,0.299999970000003,Negative
375,entertainment will be critical when cars drive themselves,0,1,-0.9999990000010001,4,0.24999993750001562,Most Negative
376,just meeting with larry ellison to seek some advice back working on tesla end of quarter tomorrow,0,0,0.0,11,0.0,Neutral
377,absolutely,0,0,0.0,1,0.0,Neutral
378,what should tesla do with in car gaming in an autonomous world,1,0,0.9999990000010001,5,0.199999960000008,Most Positive
379,absolutely,0,0,0.0,1,0.0,Neutral
380,taste of the future,0,0,0.0,2,0.0,Neutral
381,try playing polytopia in your tesla great game multiplayer online version coming soon,1,0,0.9999990000010001,9,0.11111109876543349,Most Positive
382,focus on making products &amp services people truly love so that the total economic pie is bigger instead of en,1,0,0.9999990000010001,13,0.07692307100591762,Most Positive
383,roughly  of parts in tesla roadster were unique not in any other pro,0,0,0.0,6,0.0,Neutral
384,yes,0,0,0.0,0,0.0,Neutral
385,very important,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
386,ok service might be able to do this will check,0,0,0.0,2,0.0,Neutral
387,you mean install the external speaker on earlier cars that dont have it,0,0,0.0,6,0.0,Neutral
388,no but definitely this year,0,0,0.0,1,0.0,Neutral
389,good point,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
390,interesting,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
391,liz has always done great interviews,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
392,falcon was  of successful orbital launches in  but maybe a majority of pa,1,0,0.9999990000010001,6,0.16666663888889352,Most Positive
393,vaccines are just the start its also capable in theory of curing almost anything turns medicine into a,1,0,0.9999990000010001,7,0.1428571224489825,Most Positive
394,yes,0,0,0.0,0,0.0,Neutral
395,we will offer multiple display options,0,0,0.0,4,0.0,Neutral
396,a few more revisions needed probably beta or ,0,0,0.0,3,0.0,Neutral
397,sure,0,0,0.0,0,0.0,Neutral
398,haha ok,0,0,0.0,1,0.0,Neutral
399,there are subtle important differences between us &amp canada traffic rules bu,1,0,0.9999990000010001,9,0.11111109876543349,Most Positive
400,yes,0,0,0.0,0,0.0,Neutral
401,we need a match other traffic speed setting,0,0,0.0,4,0.0,Neutral
402,definitely,0,0,0.0,0,0.0,Neutral
403,its a step in that direction,0,0,0.0,2,0.0,Neutral
404,its one u+f or   u+f if you dont have a car with pedestrian speaker we couldnt get everything done in,0,0,0.0,7,0.0,Neutral
405,the writing on cobra kai is sicku+fc,0,0,0.0,4,0.0,Neutral
406,haha i will save you the nightmare of seeing me in those shorts,0,1,-0.9999990000010001,4,0.24999993750001562,Most Negative
407,you can upload custom music sounds,0,0,0.0,4,0.0,Neutral
408,unfortunately pedestrian speaker is needed otherwise no external sound generator except actual horn,0,1,-0.9999990000010001,8,0.12499998437500197,Most Negative
409,change your horn sound to u+f u+fdu+fb u+fa or holiday jingles with latest tesla software update,0,0,0.0,12,0.0,Neutral
410,merry christmas &amp happy holidays u+f,2,0,0.99999950000025,7,0.285714244897965,Most Positive
411,great game,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
412,it will most likely make sense for starlink to go public once the revenue growth is reasonably predictable,1,0,0.9999990000010001,7,0.1428571224489825,Most Positive
413,engineering design &amp general company operations absorb vast majority of my mind &amp are the fundamental li,0,0,0.0,15,0.0,Neutral
414,yes,0,0,0.0,0,0.0,Neutral
415,a few months,0,0,0.0,1,0.0,Neutral
416,coming soon,0,0,0.0,1,0.0,Neutral
417,minor,0,0,0.0,1,0.0,Neutral
418,yeah,0,0,0.0,1,0.0,Neutral
419,story rocket turns off its engines &amp does a controlled fall,0,1,-0.9999990000010001,8,0.12499998437500197,Most Negative
420,yup were just ironing out a few bugs,0,1,-0.9999990000010001,3,0.33333322222225925,Most Negative
421,to tesla owners taking delivery in the final days of year your support is super appreciated,3,0,0.9999996666667778,10,0.299999970000003,Most Positive
422,frictionless ai what could possibly go wrong,0,1,-0.9999990000010001,4,0.24999993750001562,Most Negative
423,good idea,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
424,during the darkest days of the model program i reached out to tim cook to discuss the possibility of,0,0,0.0,9,0.0,Neutral
425,strange if true   tesla already uses iron phosphate for medium range cars made in our shanghai facto,0,1,-0.9999990000010001,11,0.09090908264462885,Most Negative
426,spartas reply to macedon,0,0,0.0,3,0.0,Neutral
427,hi liz,0,0,0.0,1,0.0,Neutral
428,thanks to everyone who worked so hard to make tesla successful my heart goes out to you,2,1,0.33333322222225925,6,0.49999991666668053,Positive
429,indeed,0,0,0.0,0,0.0,Neutral
430,it was a seriously twisted affair but alls that ends well,1,1,0.0,4,0.49999987500003124,Neutral
431,they are although its kind low key tesla superchargers are being made accessible to other electric cars,1,0,0.9999990000010001,9,0.11111109876543349,Most Positive
432, photos from yesterdays launch and landing u+,0,0,0.0,5,0.0,Neutral
433,are such large transactions even possible,0,0,0.0,2,0.0,Neutral
434,u+u+fef i love all u crazy ppl out there u+u+fef,1,1,0.0,5,0.399999920000016,Neutral
435,you have a point sigh,0,0,0.0,2,0.0,Neutral
436,great game,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
437,pretty much the main value of college used to be hanging out having pseudo intellectual conversations &amp,1,0,0.9999990000010001,9,0.11111109876543349,Most Positive
438,come for the comments stay for the memesu+f,0,0,0.0,3,0.0,Neutral
439,absolutely we will release fsd subscription early next year,0,0,0.0,6,0.0,Neutral
440,one word doge,0,0,0.0,2,0.0,Neutral
441,bitcoin is almost as bs as fiat money,0,1,-0.9999990000010001,4,0.24999993750001562,Most Negative
442,great nails &amp lipstick,1,0,0.9999990000010001,5,0.199999960000008,Most Positive
443,,0,0,0.0,0,0.0,Neutral
444,,0,0,0.0,0,0.0,Neutral
445,sounds about right,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
446,lord edge,0,0,0.0,2,0.0,Neutral
447,nice branding,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
448,just kidding who needs a safe word anyway,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
449,bitcoin is my safe word,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
450, falcon s first stage has landed on landing zone,0,0,0.0,5,0.0,Neutral
451, liftoff,0,0,0.0,1,0.0,Neutral
452,standing down for today to inspect rocket hopefully launching tomorrow,0,0,0.0,6,0.0,Neutral
453,pressure is slightly high in upper stage liquid oxygen tank review underway,0,1,-0.9999990000010001,10,0.09999999000000101,Most Negative
454,i am hoping to be back next month,0,0,0.0,3,0.0,Neutral
455,very impressive mission by china,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
456,last launch of coming up,0,0,0.0,2,0.0,Neutral
457,he was indeed quite grumpy but we did not actually know what we were doing so he had a point,0,1,-0.9999990000010001,2,0.499999750000125,Most Negative
458,it will get absurdly good tesla ai autopilot engineering is awesome theres some great ai out ther,3,1,0.49999987500003124,10,0.39999996000000404,Positive
459,star light star bright,1,0,0.9999990000010001,4,0.24999993750001562,Most Positive
460,this is incorrect,0,1,-0.9999990000010001,1,0.9999990000010001,Most Negative
461,u+fu+f,0,0,0.0,1,0.0,Neutral
462,but it is visually stunning &amp playability is good,2,0,0.99999950000025,6,0.33333327777778704,Most Positive
463,a t shirt being better armor than a kevlar chest plate doesnt make sense in the absence of magic also w,2,1,0.33333322222225925,10,0.299999970000003,Positive
464,oh and umm,0,0,0.0,1,0.0,Neutral
465,i absolutely support trans but all these pronouns are an esthetic nightmare,1,1,0.0,6,0.33333327777778704,Neutral
466,the raptors were well below max thrust or the ship would have blown through the altit,1,0,0.9999990000010001,6,0.16666663888889352,Most Positive
467,far from fully loaded but we were going slow or the ship would have gone crazy high far with three engines,0,2,-0.99999950000025,7,0.285714244897965,Most Negative
468,its a good to great game imo but improving what may seem like mere surface detail woul,4,0,0.9999997500000625,9,0.44444439506173394,Most Positive
469,perhaps slightly more confident but its essential to view this as output vs time as,1,0,0.9999990000010001,6,0.16666663888889352,Most Positive
470,dankeschn brandenburg und grnheide,0,0,0.0,4,0.0,Neutral
471,sure hope that future doesnt come to pass,0,0,0.0,4,0.0,Neutral
472,giga berlin brandenburg will be the first to use our new structural pack architecture worlds,0,0,0.0,7,0.0,Neutral
473,original deus ex was incredible human revolution was also great,2,0,0.99999950000025,6,0.33333327777778704,Most Positive
474,the objective reality is that it is impossible to run an advanced game well on old hardware this is,2,1,0.33333322222225925,7,0.4285713673469475,Positive
475, starship landing flip maneuver,0,0,0.0,4,0.0,Neutral
476,,0,0,0.0,0,0.0,Neutral
477,ascent to the heavens,0,0,0.0,2,0.0,Neutral
478,u+f,0,0,0.0,1,0.0,Neutral
479,yeah briefly seems pretty good i picked nomad so start was a little slow but picks up,2,1,0.33333322222225925,9,0.33333329629630043,Positive
480,,0,0,0.0,0,0.0,Neutral
481,hehe,0,0,0.0,1,0.0,Neutral
482,,0,0,0.0,0,0.0,Neutral
483,,0,0,0.0,0,0.0,Neutral
484,,0,0,0.0,0,0.0,Neutral
485,,0,0,0.0,0,0.0,Neutral
486, falcon launches sxm  to orbit completing spacexs th launch this year,0,0,0.0,8,0.0,Neutral
487,init void,0,0,0.0,2,0.0,Neutral
488,*cooling haha,0,0,0.0,3,0.0,Neutral
489,i still have a soft spot in my heart for transpiration cooking in theory it would us,1,0,0.9999990000010001,6,0.16666663888889352,Most Positive
490,ship leeward side will be bare metal windward will have black hexagonal heat shield tiles,0,0,0.0,11,0.0,Neutral
491, cant wait,0,0,0.0,1,0.0,Neutral
492,yes,0,0,0.0,0,0.0,Neutral
493,agreed should be preserved in memory of sn,0,0,0.0,4,0.0,Neutral
494, photos from starship sns flight test u+,0,0,0.0,6,0.0,Neutral
495,exactly woohoo,0,0,0.0,1,0.0,Neutral
496,sn did great even reaching apogee wouldve been great so controlling all way to putting,2,0,0.99999950000025,8,0.24999996875000394,Most Positive
497,thank you south texas for your support this is the gateway to mars,2,0,0.99999950000025,5,0.399999920000016,Most Positive
498,life the universe and everything,0,0,0.0,2,0.0,Neutral
499,yeah engines did great,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
500,mars here we come,0,0,0.0,1,0.0,Neutral
501,fuel header tank pressure was low during landing burn causing touchdown velocity to be high &amp rud but we got all,0,2,-0.99999950000025,14,0.14285713265306196,Most Negative
502,successful ascent switchover to header tanks &amp precise flap control to landing point,2,1,0.33333322222225925,12,0.2499999791666684,Positive
503,u+f,0,0,0.0,1,0.0,Neutral
504,near orbital space is the fastest way to travel long distance on earth,1,0,0.9999990000010001,7,0.1428571224489825,Most Positive
505,its called the space station but its actually moving around earth at ~ times the spee,0,0,0.0,8,0.0,Neutral
506, time lapse of dragon on approach two dragons now docked to the,0,1,-0.9999990000010001,6,0.16666663888889352,Most Negative
507,so long and thanks for the orifice  alien message decrypted,0,0,0.0,5,0.0,Neutral
508,probably   chance of completing all mission objectives,0,0,0.0,4,0.0,Neutral
509,hopefully flying tomorrow,0,0,0.0,2,0.0,Neutral
510,yup,0,0,0.0,1,0.0,Neutral
511, success at pm et s upgraded dragon cargo spacecraft autonomously docked to the  u+f this is the st,2,0,0.99999950000025,10,0.19999998000000202,Most Positive
512,out on the pad in south texas,0,0,0.0,3,0.0,Neutral
513, the station and the are going into an orbital night period before the pm et docking the,0,0,0.0,6,0.0,Neutral
514,wow station looks amazing,2,0,0.99999950000025,3,0.6666664444445185,Most Positive
515, good morning earthlings u+u+fef the journey continues watch as the nasa cargo resupply mission docks to the,1,0,0.9999990000010001,12,0.08333332638888948,Most Positive
516,knock knock singing telegram,0,2,-0.99999950000025,4,0.49999987500003124,Most Negative
517,carrying even more symbiotic bacteria ~ trillion than cells,0,0,0.0,6,0.0,Neutral
518,yes,0,0,0.0,0,0.0,Neutral
519,we are mobile cell colonies,0,0,0.0,3,0.0,Neutral
520,,0,0,0.0,0,0.0,Neutral
521, tracking footage from a helicopter of todays falcon launch off lc a,0,0,0.0,7,0.0,Neutral
522, theres something genuinely magical about seeing in person boca chica is beautiful quiet and serine t,3,0,0.9999996666667778,8,0.3749999531250059,Most Positive
523,im gesprch mit mathias dpfner,0,0,0.0,5,0.0,Neutral
524, dragon separation confirmed the spacecraft is on its way to the  autonomous docking tomorrow at approximately,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
525, falcon booster has landed on the of course i still love you droneship,1,0,0.9999990000010001,5,0.199999960000008,Most Positive
526, liftoff,0,0,0.0,1,0.0,Neutral
527,congratulations,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
528,congratulations,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
529,yes it does,0,0,0.0,0,0.0,Neutral
530, tunnel rave,0,0,0.0,2,0.0,Neutral
531,and no toilet paper u+fu+f,0,0,0.0,3,0.0,Neutral
532,watch demolition man,0,0,0.0,3,0.0,Neutral
533,prometheus unbound,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
534, the falcon booster supporting this mission previously launched astronauts bob behnken and doug hurley to the,1,0,0.9999990000010001,11,0.09090908264462885,Most Positive
535,not bad,0,1,-0.9999990000010001,1,0.9999990000010001,Most Negative
536,it was a beast compared to the vic ,0,0,0.0,3,0.0,Neutral
537,award accepted on behalf of the great people at tesla spacex neuralink &amp boring co,2,1,0.33333322222225925,11,0.2727272479338866,Positive
538,much of what people think of an science is actually engineering eg no such thing as a rocket scientist only roc,0,0,0.0,7,0.0,Neutral
539,science is discovering the essential truths about what exists in the universe engineering is about creating things,0,0,0.0,9,0.0,Neutral
540,it does get a bit cold at night,0,1,-0.9999990000010001,3,0.33333322222225925,Most Negative
541,paint makes a hell of a difference,0,1,-0.9999990000010001,4,0.24999993750001562,Most Negative
542,congrats,0,0,0.0,1,0.0,Neutral
543,thanks for everything you did to help build spacex some of the best memories ever,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
544,it will be real soon,0,0,0.0,1,0.0,Neutral
545,starship legs are one of the hardest problems external,0,1,-0.9999990000010001,5,0.199999960000008,Most Negative
546,static fire is not risky from build site but we need to clear the build site for early flights,1,2,-0.33333322222225925,10,0.299999970000003,Negative
547,just a static fire tomorrow flight no earlier than wednesday,0,1,-0.9999990000010001,6,0.16666663888889352,Most Negative
548,it will have landing legs,0,0,0.0,2,0.0,Neutral
549,yes very sad news tony was great,1,1,0.0,4,0.49999987500003124,Neutral
550,for a second there i thought that was a pic of thanos haha,0,0,0.0,4,0.0,Neutral
551,yeah truncate zeros &amp then round,0,0,0.0,6,0.0,Neutral
552,probably going to a wider beta in ~ weeks,0,0,0.0,4,0.0,Neutral
553,fp with least important digits truncated so it feels like fp is what were betting on for training with dojo,2,0,0.99999950000025,9,0.22222219753086697,Most Positive
554,int for almost all heavy lifting in inference works great,2,0,0.99999950000025,6,0.33333327777778704,Most Positive
555,but actually,0,0,0.0,0,0.0,Neutral
556,,0,0,0.0,0,0.0,Neutral
557,happy thanksgiving,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
558,hopefully next month,0,0,0.0,1,0.0,Neutral
559,ok overall air suspension height &amp damping algorithm is,0,0,0.0,7,0.0,Neutral
560,haha true,0,0,0.0,2,0.0,Neutral
561,the promise is greatly needed,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
562,we will have special colors for new roadster as we did for the original,0,0,0.0,4,0.0,Neutral
563,u+fu+f,0,0,0.0,1,0.0,Neutral
564, is savage u+fu+f,0,1,-0.9999990000010001,2,0.499999750000125,Most Negative
565,if you ever wondered where we came from,0,0,0.0,1,0.0,Neutral
566,this is a life leader launch so more risk than normal,0,1,-0.9999990000010001,5,0.199999960000008,Most Negative
567,yes but only slightly filled,0,0,0.0,2,0.0,Neutral
568,this is a subject of much debate,0,0,0.0,2,0.0,Neutral
569,major upgrades are slated for sn,0,0,0.0,4,0.0,Neutral
570,many small improvements but overall similar wiring is more robust engines are more mat,2,0,0.99999950000025,7,0.285714244897965,Most Positive
571,but thats why we have sn &amp sn,0,0,0.0,4,0.0,Neutral
572,lot of things need to go right so maybe   chance,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
573,good starship sn static fire aiming for first km   ~k ft altitude flight next week goals are to test engin,1,1,0.0,15,0.13333332444444504,Neutral
574,maybe start on that a year from now depends on how starship progress goes,1,0,0.9999990000010001,5,0.199999960000008,Most Positive
575,not yet,0,0,0.0,0,0.0,Neutral
576,not bad we will definitely need more engines if we make the cargo bay all propel,0,1,-0.9999990000010001,6,0.16666663888889352,Most Negative
577,rapid &amp complete rocket reuse low cost propellant orbital refilling &amp propellant production at d,1,0,0.9999990000010001,15,0.06666666222222252,Most Positive
578,yes,0,0,0.0,0,0.0,Neutral
579,were still far from simply video in control out the biggest game changer cu,0,0,0.0,7,0.0,Neutral
580,fsd beta coming out in a few days improvement should be significant,2,0,0.99999950000025,6,0.33333327777778704,Most Positive
581,exciting mission,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
582,wow,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
583,yea,0,0,0.0,1,0.0,Neutral
584,tomorrow will be the th flight of this rocket landing on droneship of course i still love you,1,0,0.9999990000010001,6,0.16666663888889352,Most Positive
585,sure,0,0,0.0,0,0.0,Neutral
586,true,0,0,0.0,1,0.0,Neutral
587,we have quiet a queue of products to build better do new roadster at some pointu+fc,2,0,0.99999950000025,6,0.33333327777778704,Most Positive
588,fate loves irony but hates hypocrisy,1,3,-0.49999987500003124,5,0.799999840000032,Negative
589, booster separation second engine start and fairing separation as the us european sentinel  michael freilich ocean observing,0,0,0.0,12,0.0,Neutral
590,yes u+f,0,0,0.0,1,0.0,Neutral
591,our data center was named skynet as a joke over years ago might have been tempting fate,1,1,0.0,9,0.22222219753086697,Neutral
592,tesla is a vehicle for creating &amp producing many useful products,1,0,0.9999990000010001,7,0.1428571224489825,Most Positive
593,largest cast titanium part in the world no heat shielding needed,0,0,0.0,8,0.0,Neutral
594,landing at vandenberg afb in california,0,0,0.0,4,0.0,Neutral
595,actually off to the side so it doesnt take out the launch,0,0,0.0,3,0.0,Neutral
596,where it should be,0,0,0.0,0,0.0,Neutral
597,because i am not an investor tesla is definitely not the only good company but investing is n,1,0,0.9999990000010001,5,0.199999960000008,Most Positive
598,well almost anything,1,0,0.9999990000010001,0,1000000.0,Most Positive
599,quite the day ahead,0,0,0.0,2,0.0,Neutral
600, crew s view of earth during dragons flight to the,0,0,0.0,5,0.0,Neutral
601,now *this* is what youd call pointy,0,0,0.0,5,0.0,Neutral
602,cool,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
603,theyre moving at ~ times the speed of sound but it feels like nothing,1,0,0.9999990000010001,7,0.1428571224489825,Most Positive
604,,0,0,0.0,0,0.0,Neutral
605,there will always be upgrades,0,0,0.0,1,0.0,Neutral
606,it will be better than human vision by quite a margin,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
607,reality looks like a strange ghost world at radar wavelengths,1,1,0.0,6,0.33333327777778704,Neutral
608,exactly,0,0,0.0,0,0.0,Neutral
609,this is a misperception spacex developed &amp continues to use lidar for dragon docking with,0,0,0.0,9,0.0,Neutral
610,one day we will fly you on starship,0,0,0.0,3,0.0,Neutral
611,well done,1,0,0.9999990000010001,0,1000000.0,Most Positive
612,i cant comment on turbopump internal details but youre roughly in the ballpark wow roc,1,0,0.9999990000010001,9,0.11111109876543349,Most Positive
613,to be clear this was just an xpeng problem other companies in china have not done this,1,1,0.0,5,0.399999920000016,Neutral
614,andrej is awesome but it should be said that we have a very talented autopilot,2,0,0.99999950000025,4,0.49999987500003124,Most Positive
615,yeah they stole apples code too,0,1,-0.9999990000010001,4,0.24999993750001562,Most Negative
616,they have an old version of our software &amp dont have our nn inference computer,0,0,0.0,8,0.0,Neutral
617,wild times,0,1,-0.9999990000010001,2,0.499999750000125,Most Negative
618,congrats,0,0,0.0,1,0.0,Neutral
619,,0,0,0.0,0,0.0,Neutral
620,yup,0,0,0.0,1,0.0,Neutral
621,change out a few parts otherwise fine,1,0,0.9999990000010001,3,0.33333322222225925,Most Positive
622,caution strongly advised with spacs,0,0,0.0,4,0.0,Neutral
623,sure,0,0,0.0,0,0.0,Neutral
624,haha sexy cropping champion of all time,2,0,0.99999950000025,5,0.399999920000016,Most Positive
625,if next weeks release looks good we will widen beta,1,0,0.9999990000010001,5,0.199999960000008,Most Positive
626,unfortunately there are too many rules around liquor distribution even in the us,0,1,-0.9999990000010001,3,0.33333322222225925,Most Negative
627,next weeks release is special lot of fundamental improvements both important bug fixes &amp entire n,2,1,0.33333322222225925,12,0.2499999791666684,Positive
628,years &amp  billion wow,1,0,0.9999990000010001,5,0.199999960000008,Most Positive
629,safety is our primary design goal,0,0,0.0,4,0.0,Neutral
630,fully,0,0,0.0,1,0.0,Neutral
631,let the martians decide their own future,0,0,0.0,3,0.0,Neutral
632,a lot of my brain space is spent dealing with both units,0,0,0.0,6,0.0,Neutral
633,terraforming will be too slow to be relevant in our lifetime however we can establish a human base,0,1,-0.9999990000010001,7,0.1428571224489825,Most Negative
634,that is certainly the intention,0,0,0.0,1,0.0,Neutral
635,,0,0,0.0,0,0.0,Neutral
636,the only publicly traded stock i own is tesla,0,0,0.0,4,0.0,Neutral
637,wise words from bogle the point of companies is products &amp services they have no point in &amp of thems,1,0,0.9999990000010001,13,0.07692307100591762,Most Positive
638,no just a mild cold same with my bro def had cov though pc&lt means viral,0,1,-0.9999990000010001,10,0.09999999000000101,Most Negative
639,life in glass domes at first eventually terraformed to support life like earth,2,0,0.99999950000025,8,0.24999996875000394,Most Positive
640,yeah,0,0,0.0,1,0.0,Neutral
641,i was going to say sim but that seemed too obvious haha,0,0,0.0,3,0.0,Neutral
642,deveras,0,0,0.0,1,0.0,Neutral
643,and cases with high non infectious ct should quarantine for a few days while getting another test seco,0,0,0.0,8,0.0,Neutral
644,so many things you want &amp some you didnt know you wanted,0,0,0.0,5,0.0,Neutral
645,maybe a little mercy,1,0,0.9999990000010001,1,0.9999990000010001,Most Positive
646,tesla holiday software release is u+fu+f,0,0,0.0,5,0.0,Neutral
647,u+ff,0,0,0.0,1,0.0,Neutral
648,cobra kai is a deep cut,0,0,0.0,4,0.0,Neutral
649,its all cake &amp someone took a bite,0,0,0.0,4,0.0,Neutral
650,there is such a thing as too much sentience,0,0,0.0,2,0.0,Neutral
651,deus ex machine learning,0,0,0.0,3,0.0,Neutral
652,its designed to make life multiplanetary otherwise extreme overkill for mere earth sector activity,0,1,-0.9999990000010001,10,0.09999999000000101,Most Negative
653,more like he gave it his blessing it was sort of a groundswell of those who believed,2,0,0.99999950000025,5,0.399999920000016,Most Positive
654,nullius in verba,0,0,0.0,2,0.0,Neutral
655,indeed,0,0,0.0,0,0.0,Neutral
656,dojo doge,0,0,0.0,2,0.0,Neutral
657,yeah looks like marginal cost of launch will be less than m for more than,1,1,0.0,4,0.49999987500003124,Neutral
658,exactly,0,0,0.0,0,0.0,Neutral
659,merlin is a strong local maximum design but kerosene is suboptimal fuel no matter what,1,0,0.9999990000010001,9,0.11111109876543349,Most Positive
660,yes but from a visiting american ah the irony is just too much,0,1,-0.9999990000010001,4,0.24999993750001562,Most Negative
661,yeah pcr ct was unequivocal at &lt doesnt matter what m,1,0,0.9999990000010001,8,0.12499998437500197,Most Positive
662,maybe making some notable changes will wait until figurative &amp literal dust settles,0,1,-0.9999990000010001,9,0.11111109876543349,Most Negative
663,pretty close definitely feel u+faf if i take dayquil frankly this was one,1,0,0.9999990000010001,6,0.16666663888889352,Most Positive
664,avionics cables moving to steel pipe shields &amp adding water cooled steel pipes to test pad,0,0,0.0,15,0.0,Neutral
665,about secs after starting engines martyte covering concrete below shattered sending blades of,0,0,0.0,9,0.0,Neutral
666,the most amazing thing about rocket engines is that they *sometimes* dont blow up the,1,1,0.0,8,0.24999996875000394,Neutral
667,we should just count the atoms at this point,0,0,0.0,3,0.0,Neutral
668,absolutely production testing of rocket engines is over  of,0,0,0.0,5,0.0,Neutral
669,our first merlin engine design was really bad tbh nothing worked well,2,1,0.33333322222225925,6,0.49999991666668053,Positive
670,maybe *i* just love irony haha,1,1,0.0,5,0.399999920000016,Neutral
671,theyre on their way hopefully more teslaquila next month,0,0,0.0,3,0.0,Neutral
672,special permission received from stonecutters guild,0,0,0.0,5,0.0,Neutral
673,fate u+fa irony,0,1,-0.9999990000010001,3,0.33333322222225925,Most Negative
674,well said,1,0,0.9999990000010001,0,1000000.0,Most Positive
675,u+fb u+fb,0,0,0.0,2,0.0,Neutral
676,damn thats not easy i spent quite a bit of time looking at russian ukrainian engines theyre good,2,1,0.33333322222225925,10,0.299999970000003,Positive
677,yes,0,0,0.0,0,0.0,Neutral
678, docking confirmed crew dragon has arrived at the ,0,0,0.0,5,0.0,Neutral
679,u+fb toss a bitcoin to ur witcher u+fb,0,0,0.0,6,0.0,Neutral
680,u+f,0,0,0.0,1,0.0,Neutral
681, u+f enter the crew dragon at  pm est  pm utc the nasa crew  astronauts give you a live tour of their space,0,0,0.0,15,0.0,Neutral
682,curevac moderna &amp a few others tesla makes the machine curevac uses to go from kn,0,0,0.0,9,0.0,Neutral
683,creating synthetic mrna for cures vaccines is the future of medicine imo turns it mostly into a,0,0,0.0,9,0.0,Neutral
684,haha,0,0,0.0,1,0.0,Neutral
685,great thread,1,0,0.9999990000010001,2,0.499999750000125,Most Positive
686,im ok thanks for asking no symptoms for past few days apart from fatigue unless something chang,0,2,-0.99999950000025,6,0.33333327777778704,Most Negative
687,u+u+fef,0,0,0.0,1,0.0,Neutral
688,launch in minutes,0,0,0.0,2,0.0,Neutral
689,yeah with cooling channels integrated into the chamber walls,1,0,0.9999990000010001,6,0.16666663888889352,Most Positive
690,the same propellant is used either for abort or for orbital maneuvering as one use obviates the other,0,1,-0.9999990000010001,5,0.199999960000008,Most Negative
691,dragon can also hover &amp land propulsively but we use the parachutes for maximum safety,0,0,0.0,9,0.0,Neutral
